satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1726,5,5,5,5,3,5,4,4,4,5,4,5,4,3,1,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,930,4,4,4,4,4,5,4,4,4,5,4,5,4,5,84,73
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,903,5,3,3,3,5,1,1,4,4,5,4,2,4,5,38,42
satisfied,Female,Loyal Customer,14,Personal Travel,Business,2024,4,5,4,4,5,4,4,4,4,5,4,3,4,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1629,3,3,3,3,4,5,4,4,5,2,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1481,3,1,0,3,2,0,2,2,2,4,4,4,4,2,20,14
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1372,3,3,3,3,4,4,4,4,4,5,4,3,4,3,81,104
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1557,3,3,4,3,3,4,4,4,4,5,4,4,4,3,15,8
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1697,4,4,4,4,4,5,4,4,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco Plus,2071,3,1,0,4,4,0,1,4,2,1,4,1,4,4,80,69
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1343,5,5,5,5,5,5,1,4,4,5,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1287,3,1,0,4,3,0,3,3,2,3,4,1,3,3,23,14
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1505,2,2,2,2,2,4,4,4,4,5,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1464,3,1,0,4,2,0,2,2,3,1,3,3,4,2,0,4
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1175,2,2,2,2,2,4,4,4,4,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,968,3,1,0,4,3,0,1,3,1,3,3,2,4,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1984,2,2,2,2,4,1,5,4,4,5,4,5,4,3,24,62
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2068,3,1,1,2,2,1,2,2,2,4,1,4,2,2,0,4
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,1999,3,1,1,3,3,1,3,3,4,4,3,4,3,3,0,12
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco Plus,1459,3,1,1,3,1,1,1,1,1,5,2,1,2,1,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,498,2,2,2,2,4,4,4,4,4,5,4,3,4,5,64,49
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1079,3,1,1,4,2,1,2,2,4,3,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,2128,3,1,2,1,3,1,2,5,5,2,5,2,5,3,21,33
satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,503,4,4,4,4,2,5,4,4,4,5,4,5,4,4,32,33
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,4477,3,1,2,2,2,2,4,1,5,2,2,4,1,4,8,39
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,3075,3,1,2,2,5,2,5,5,1,5,1,4,2,5,0,8
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2636,3,1,2,2,2,5,5,4,5,3,2,5,2,5,264,288
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1610,3,1,2,2,1,2,1,1,1,1,3,4,2,1,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,597,2,2,2,2,4,4,5,4,4,5,4,3,4,3,13,1
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1663,3,1,2,2,5,2,5,5,3,1,3,2,2,5,15,21
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1751,3,1,2,2,4,2,1,4,3,5,3,3,2,4,67,65
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2094,3,1,2,2,5,2,5,5,4,5,2,1,2,5,115,107
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1567,3,1,2,2,1,2,1,1,2,3,2,1,2,1,36,21
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,3949,3,1,2,3,1,2,1,1,2,5,4,2,3,1,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,4177,3,1,2,3,4,2,2,4,1,4,3,4,3,4,16,4
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco Plus,4075,3,1,2,3,1,2,1,1,1,2,4,2,3,1,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,3602,3,1,2,3,2,2,2,2,2,1,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,3243,3,1,2,3,1,2,5,1,4,2,4,2,4,1,96,74
dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,1234,3,1,2,3,3,4,4,2,2,2,2,4,2,4,46,44
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2574,3,1,2,3,2,2,2,2,1,3,4,1,4,2,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Business,1066,4,4,1,4,3,5,5,4,4,5,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1824,3,1,2,3,1,2,1,1,3,3,3,3,2,1,15,57
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2111,3,1,2,3,5,2,5,5,3,4,3,2,4,5,0,9
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1012,2,2,2,2,2,5,4,4,4,5,4,3,4,5,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,2541,2,2,2,2,3,5,5,4,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2011,3,1,2,3,2,2,2,2,1,3,3,4,4,2,34,13
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2474,3,1,2,3,1,2,1,1,1,4,3,4,3,1,3,0
satisfied,Female,Loyal Customer,42,Personal Travel,Business,849,2,2,4,2,2,5,4,4,4,5,4,4,4,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2465,4,4,3,4,5,5,4,4,4,5,4,3,4,3,31,24
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,2268,3,1,2,3,5,2,5,5,2,4,4,3,4,5,4,13
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1923,3,1,2,3,2,2,4,2,1,3,2,1,2,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1634,5,1,1,1,1,3,1,4,4,5,4,2,4,4,31,5
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2101,3,1,2,3,1,2,1,1,3,1,3,2,4,1,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,565,5,5,5,5,2,4,5,4,4,5,4,3,4,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1498,3,1,2,3,1,2,1,1,1,4,4,2,3,1,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2073,4,4,4,4,4,4,5,4,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1744,3,1,2,3,2,2,2,2,4,2,4,3,3,2,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1497,5,5,5,5,2,5,5,4,4,5,4,5,4,4,111,117
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,3418,3,1,2,4,2,5,5,1,2,3,4,5,2,5,5,22
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,3448,3,1,2,4,2,2,2,2,3,3,4,1,4,2,10,54
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2831,3,1,2,4,5,2,5,5,2,2,4,2,4,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2524,3,1,2,4,4,2,4,4,4,3,3,1,3,4,20,7
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2759,1,1,1,1,5,4,4,4,4,5,4,3,4,5,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2109,1,1,4,1,2,5,4,4,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2201,3,1,2,4,3,2,3,3,2,2,4,1,3,3,8,4
satisfied,Female,Loyal Customer,44,Personal Travel,Eco Plus,775,5,5,3,5,4,5,4,4,4,3,5,4,5,4,2,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1732,3,1,2,4,1,2,1,1,3,1,2,4,3,1,3,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2198,3,1,2,4,2,2,2,2,4,2,4,2,4,2,7,12
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,565,1,1,1,1,2,4,5,4,4,5,4,4,4,5,2,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,1633,3,1,2,4,3,2,2,3,1,3,3,4,4,3,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3555,3,1,3,1,3,1,2,4,3,2,2,2,1,2,0,1
dissatisfied,Female,Loyal Customer,19,Personal Travel,Eco,4216,3,1,3,1,3,2,3,3,5,1,2,3,2,3,204,177
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,3881,3,1,3,1,2,3,2,2,2,4,2,4,1,2,23,34
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,3300,3,1,3,1,1,3,1,1,4,5,2,1,2,1,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco Plus,2915,3,1,3,1,2,3,2,2,1,3,1,4,2,2,0,45
dissatisfied,Male,Loyal Customer,58,Personal Travel,Business,1215,3,1,3,1,4,2,2,4,4,3,4,3,4,4,53,61
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2331,1,1,1,1,1,4,4,4,4,5,4,1,4,3,3,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco Plus,2901,3,1,3,1,1,3,1,1,1,4,2,3,1,1,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2462,3,3,3,3,4,5,4,4,5,5,4,3,5,4,35,32
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1113,4,4,4,4,3,4,4,4,4,5,4,4,4,3,49,36
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2164,1,1,3,1,3,4,4,4,4,5,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2542,3,1,3,1,5,3,4,5,3,5,3,5,5,5,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,873,5,5,5,5,3,5,4,4,4,5,4,4,4,3,16,12
satisfied,Female,Loyal Customer,7,Personal Travel,Eco Plus,1841,2,2,1,2,3,4,5,4,4,5,4,3,4,4,2,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1951,3,1,3,1,4,3,4,4,1,5,1,3,2,4,27,31
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,2138,3,1,3,1,4,3,3,4,4,4,1,1,2,4,2,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1688,3,1,3,1,2,3,4,2,3,3,1,1,1,2,110,113
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2603,3,1,3,1,2,3,2,2,1,4,2,3,1,2,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,712,1,1,1,1,4,4,4,4,4,5,4,3,4,4,100,91
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2114,4,4,2,4,4,4,4,4,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2568,3,1,3,1,3,3,3,3,4,4,1,3,1,3,61,53
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1555,3,1,3,1,4,3,4,4,3,5,2,4,2,4,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1784,3,1,3,1,1,3,1,1,3,4,1,3,1,1,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,550,5,5,5,5,4,5,4,4,4,5,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1945,3,1,3,1,3,3,3,3,1,1,2,4,2,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2144,3,3,3,3,4,5,4,4,4,2,5,3,2,4,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1802,3,1,3,1,5,3,5,5,3,5,2,4,1,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,1358,3,1,3,1,3,3,2,3,4,5,1,3,1,3,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco Plus,1824,3,1,3,1,1,3,1,1,1,5,2,3,2,1,10,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1863,3,1,3,1,5,3,4,5,3,4,1,1,2,5,20,12
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2097,3,1,3,1,5,3,5,5,2,2,2,2,1,5,46,32
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,338,5,5,5,5,3,4,5,4,4,5,4,3,4,5,47,44
dissatisfied,Male,Loyal Customer,15,Personal Travel,Business,1687,3,1,3,1,4,3,4,4,1,3,1,2,2,4,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1324,3,1,3,1,2,3,2,2,3,3,2,4,1,2,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1259,2,2,2,2,3,5,5,4,4,5,4,4,4,3,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1297,3,3,3,3,4,5,4,4,5,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1422,3,1,3,1,2,3,2,2,4,4,1,3,2,2,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1241,1,1,2,1,2,4,5,4,4,5,4,4,4,5,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,243,5,5,5,5,4,5,4,4,2,5,5,1,2,4,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1839,3,1,3,1,3,3,3,3,3,5,1,3,2,3,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1390,3,1,3,1,2,3,2,2,3,1,1,4,1,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1177,1,1,1,1,5,2,5,4,4,5,4,4,4,5,2,1
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1293,2,2,2,2,3,4,4,4,4,5,4,4,4,5,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,66,5,5,5,5,2,5,5,4,4,5,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2080,3,1,3,1,4,3,1,4,3,4,1,3,2,4,0,7
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1938,3,3,3,3,4,5,4,4,4,3,4,4,5,4,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco Plus,1376,3,1,3,1,3,3,2,3,4,3,2,2,1,3,0,0
dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,6813,3,1,3,2,3,1,1,2,5,2,3,1,4,1,2,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,3974,3,1,3,2,3,4,4,1,2,3,3,4,2,4,43,30
dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,4540,3,1,3,2,3,2,2,4,3,3,3,2,4,2,163,123
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,4365,3,1,3,2,3,1,1,1,3,1,2,1,4,1,8,0
satisfied,Female,Loyal Customer,36,Personal Travel,Business,2545,4,4,4,4,5,5,5,4,4,5,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,3559,3,1,3,2,4,3,4,4,2,3,2,3,2,4,11,0
dissatisfied,Female,Loyal Customer,39,Personal Travel,Eco,4203,3,1,3,2,3,1,1,1,2,2,3,1,4,1,376,382
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,4100,1,1,1,1,3,4,5,4,4,5,4,5,4,5,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,2471,3,3,3,3,5,5,5,4,4,5,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,4280,3,1,3,2,3,4,4,4,1,1,2,4,1,4,4,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,4249,1,1,3,1,5,4,5,4,4,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,2363,1,1,1,1,3,5,4,4,4,5,4,3,4,4,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3096,4,4,1,4,5,5,4,4,4,5,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,17,Personal Travel,Eco,3745,3,1,3,2,3,5,2,1,3,1,3,2,2,2,139,142
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,3739,3,1,3,2,2,3,2,2,1,1,2,4,3,2,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,3395,3,1,3,2,3,3,3,3,1,5,2,3,2,3,0,2
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3380,3,1,3,2,3,3,2,3,3,2,3,3,2,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3030,4,4,4,4,4,5,4,4,5,3,4,4,3,4,7,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3090,5,5,5,5,4,5,4,4,5,3,5,3,5,4,1,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,2994,5,5,3,5,3,3,4,4,4,5,4,4,4,4,0,7
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3553,5,5,5,5,4,5,4,4,2,4,1,4,1,4,3,10
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2678,3,1,3,2,3,3,3,3,2,2,2,4,2,3,127,124
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2828,3,1,3,2,2,3,2,2,4,3,2,4,2,2,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,3576,3,1,3,2,1,3,1,1,3,1,3,1,2,1,3,22
satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,2291,3,3,3,3,4,5,4,4,4,3,4,5,4,4,0,1
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2668,3,1,3,2,5,3,5,5,1,2,1,1,2,5,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2911,2,4,2,2,5,5,4,4,4,5,4,4,4,5,0,11
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,3194,2,2,2,2,5,5,4,4,4,5,4,5,4,5,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,1467,1,1,1,1,2,1,2,4,4,5,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2957,3,1,3,2,5,3,5,5,2,5,2,2,1,5,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2465,3,1,3,2,5,3,5,5,4,3,3,4,3,5,10,18
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2533,3,1,3,2,1,3,1,1,2,1,2,2,2,1,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2405,3,3,3,3,2,5,5,4,4,5,4,5,4,4,7,11
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2521,5,3,3,3,2,1,3,4,4,5,4,2,4,1,36,26
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3124,3,1,3,2,4,3,4,4,1,4,3,4,2,4,4,6
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1295,1,1,4,1,3,5,5,4,4,5,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2838,3,1,3,2,1,3,1,1,2,1,1,3,1,1,1,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2677,3,1,3,2,3,3,3,3,2,5,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2801,3,1,3,2,2,3,2,2,1,1,2,2,3,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2521,3,1,3,2,2,3,2,2,3,5,1,2,1,2,1,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2640,5,5,5,5,3,4,5,4,4,5,4,3,4,3,31,18
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1154,5,5,4,5,4,5,4,4,2,2,5,4,4,4,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1144,2,2,2,2,5,4,5,4,4,5,4,5,4,4,11,15
satisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,2391,3,3,3,3,4,5,4,4,4,5,4,4,4,3,85,90
satisfied,Female,Loyal Customer,13,Personal Travel,Business,2674,1,1,1,1,5,5,4,4,4,5,4,3,4,3,18,11
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2005,3,1,3,2,2,3,2,2,2,4,2,2,3,2,14,9
satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,1658,5,2,2,2,1,2,1,4,4,5,4,1,4,1,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2328,3,1,3,2,4,3,4,4,3,1,2,2,3,4,0,15
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2207,2,2,2,2,1,2,1,4,4,5,4,5,4,2,15,46
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2202,3,1,3,2,5,3,3,5,4,4,2,3,2,5,11,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2299,2,2,2,2,2,5,4,4,4,5,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2254,3,1,3,2,1,3,1,1,3,1,3,3,3,1,24,20
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1017,1,1,5,1,4,5,4,4,5,5,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2080,3,1,3,2,4,3,4,4,3,3,2,3,2,4,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1964,2,4,2,2,2,4,5,4,4,5,4,5,4,3,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,981,3,3,3,3,4,4,4,4,4,5,4,5,4,3,50,52
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2037,3,1,3,2,1,3,1,1,2,2,2,3,2,1,95,88
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2392,3,1,3,2,5,3,5,5,3,4,3,3,3,5,1,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1826,3,1,3,2,2,3,2,2,4,3,2,1,2,2,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2518,3,1,3,2,3,3,3,3,3,2,2,2,3,3,34,19
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,944,3,1,3,2,5,2,2,4,4,3,4,4,4,1,24,10
satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,941,5,5,1,5,2,5,4,4,4,5,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1787,3,1,3,2,4,3,4,4,2,1,2,1,3,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2040,3,1,3,2,2,3,2,2,4,5,3,1,3,2,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2421,2,2,2,2,2,5,3,4,4,5,4,1,4,3,79,78
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2006,3,1,3,2,2,3,2,2,4,3,1,4,1,2,106,92
satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,1732,2,3,2,2,2,4,5,4,4,5,4,5,4,3,29,18
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1892,3,1,3,2,1,3,1,1,1,3,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2285,3,1,3,2,5,3,4,5,3,1,3,4,2,5,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2258,4,2,4,2,4,5,4,4,1,5,1,4,5,4,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1952,3,1,3,2,2,3,2,2,3,4,2,1,3,2,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,2474,3,1,3,2,3,3,3,3,1,4,2,2,2,3,20,43
satisfied,Female,Loyal Customer,17,Personal Travel,Business,1959,2,2,2,2,3,5,4,4,4,5,4,5,4,3,25,29
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,2025,3,1,3,2,3,3,3,3,1,3,2,2,3,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1814,3,1,3,2,2,3,2,2,2,5,3,1,3,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2498,3,1,3,2,2,3,1,2,4,2,3,3,2,2,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2332,3,1,3,2,1,3,1,1,2,2,2,3,2,1,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2009,3,1,3,2,4,3,5,4,4,2,3,3,3,4,0,30
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,791,4,1,4,4,5,4,4,4,4,5,4,4,4,5,24,7
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2208,3,1,3,2,3,3,4,3,1,2,2,4,1,3,14,24
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2302,4,4,5,4,4,5,5,4,4,5,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2001,3,1,3,2,2,3,2,2,4,2,1,1,1,2,13,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2343,3,1,3,2,1,3,1,1,2,2,2,3,2,1,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2339,3,3,3,3,4,4,5,4,4,5,4,3,4,4,10,15
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2612,3,1,3,2,2,3,2,2,4,2,2,3,3,2,0,7
dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,1861,3,1,3,2,5,3,5,5,4,5,1,1,1,5,0,7
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2393,4,5,4,4,4,5,4,4,1,1,2,5,1,4,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,702,1,1,1,1,5,5,4,4,4,5,4,5,4,4,0,8
dissatisfied,Female,Loyal Customer,11,Personal Travel,Eco,2278,3,1,3,2,3,3,2,1,2,2,2,2,2,2,280,252
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,672,4,4,4,4,5,4,4,4,4,5,4,5,4,4,14,2
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2082,3,1,3,2,3,3,3,3,2,5,2,2,2,3,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2391,3,1,3,2,3,3,3,3,1,5,1,3,2,3,23,12
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1644,3,1,3,2,1,3,1,1,2,2,1,2,3,1,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2025,3,1,3,2,5,3,5,5,3,1,1,4,2,5,14,10
